@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0, unlabeled}
@inputs At1, At2
@outputs Class
@data
0.192, 1.94, unlabeled
0.803, 1.35, unlabeled
1.05, 0.397, unlabeled
1.23, -2.2, unlabeled
0.357, 0.647, unlabeled
0.785, 0.173, unlabeled
-0.214, 1.76, unlabeled
1.31, -1.81, unlabeled
-0.434, -1.16, unlabeled
-1.25, -0.576, unlabeled
-1.31, -1.16, unlabeled
-0.66, 0.965, unlabeled
-1.52, -0.993, unlabeled
-0.862, 1.01, unlabeled
0.318, -0.87, unlabeled
1.37, 1.45, unlabeled
-2.84, -0.177, unlabeled
-0.243, -1.24, unlabeled
-0.323, -0.264, unlabeled
-0.709, -0.262, unlabeled
0.286, 1.23, unlabeled
1.01, 0.829, unlabeled
-0.0107, -0.96, unlabeled
0.505, 1.45, unlabeled
-0.974, -1.43, unlabeled
0.188, 1.59, unlabeled
1.12, -0.908, unlabeled
-1.58, -1.25, unlabeled
-1.17, 0.156, unlabeled
-0.0341, -1.07, unlabeled
-0.679, -0.0957, unlabeled
0.985, 1.16, unlabeled
-0.116, -1.36, unlabeled
0.191, 1.94, unlabeled
-0.101, -0.122, unlabeled
0.899, 0.538, unlabeled
-0.918, 1.44, unlabeled
1.42, 1.49, unlabeled
-1.04, -1.07, unlabeled
0.875, -1.47, unlabeled
-1.2, -1.02, unlabeled
-0.881, -1.59, unlabeled
1.25, -0.202, unlabeled
0.316, 1.43, unlabeled
-1.37, 0.645, unlabeled
0.167, -0.793, unlabeled
0.9, -1.36, unlabeled
-0.653, 0.433, unlabeled
0.714, -1.19, unlabeled
-0.707, -0.378, unlabeled
1.26, -1.25, unlabeled
-1.19, -0.939, unlabeled
0.409, 0.212, unlabeled
-1.26, -0.119, unlabeled
0.238, -1.51, unlabeled
0.374, -1.39, unlabeled
0.68, 0.702, unlabeled
0.497, -0.671, unlabeled
-1.06, 1.49, unlabeled
0.595, 0.429, unlabeled
-0.195, 1.31, unlabeled
-0.427, -0.485, unlabeled
-0.904, -0.203, unlabeled
-0.719, -0.384, unlabeled
0.913, -0.318, unlabeled
-1.49, 0.415, unlabeled
1.08, 1.03, unlabeled
0.762, 0.125, unlabeled
2.06, -0.893, unlabeled
-1.01, 1.21, unlabeled
1.3, -0.346, unlabeled
0.888, 0.817, unlabeled
1.22, -1.46, unlabeled
-1.7, 0.869, unlabeled
-0.00264, -1.02, unlabeled
-1.07, -0.709, unlabeled
0.712, 0.837, unlabeled
1.88, 0.116, unlabeled
1.15, -1.69, unlabeled
0.0968, 0.589, unlabeled
0.784, 0.972, unlabeled
0.0291, -1.12, unlabeled
0.414, 0.141, unlabeled
-0.599, 1.25, unlabeled
0.287, 1.45, unlabeled
1.06, 0.443, unlabeled
-0.284, -1.02, unlabeled
-1.58, -1.26, unlabeled
1.06, -0.427, unlabeled
0.191, -1.29, unlabeled
-0.956, 1.11, unlabeled
-0.0753, 0.267, unlabeled
-1.57, -1.47, unlabeled
1.75, 1.33, unlabeled
-0.824, 1.1, unlabeled
1.42, -0.697, unlabeled
-0.102, -0.306, unlabeled
-1.28, 0.72, unlabeled
1.09, -1.12, unlabeled
1.35, -0.387, unlabeled
0.238, -0.551, unlabeled
1.53, 0.228, unlabeled
1.47, 0.486, unlabeled
-0.835, 0.671, unlabeled
1.38, 0.877, unlabeled
0.934, 0.358, unlabeled
0.762, 0.344, unlabeled
-0.64, 0.705, unlabeled
0.655, 1.14, unlabeled
0.64, 1.35, unlabeled
0.222, 1.47, unlabeled
-1.14, 0.488, unlabeled
-0.431, -0.346, unlabeled
-1.1, 0.322, unlabeled
-1.06, 0.917, unlabeled
-0.758, -1.21, unlabeled
0.325, -0.0325, unlabeled
-0.0476, -1.24, unlabeled
-0.45, -1.59, unlabeled
-1.21, -0.409, unlabeled
1.39, 0.155, unlabeled
1.39, -0.376, unlabeled
-0.717, 1.0, unlabeled
0.154, -0.653, unlabeled
-0.0685, 0.931, unlabeled
0.371, -0.589, unlabeled
-1.52, -0.658, unlabeled
-1.54, 0.516, unlabeled
0.98, -0.832, unlabeled
0.522, 1.36, unlabeled
1.38, 1.27, unlabeled
0.72, 0.989, unlabeled
1.49, 0.385, unlabeled
0.115, 1.41, unlabeled
-0.768, -1.04, unlabeled
1.44, -1.52, unlabeled
0.874, -1.41, unlabeled
-1.58, -0.842, unlabeled
-2.18, -1.88, unlabeled
-0.0418, -1.02, unlabeled
-1.31, 0.239, unlabeled
-0.833, -0.569, unlabeled
0.401, -1.31, unlabeled
-0.124, -1.12, unlabeled
-0.487, -0.797, unlabeled
0.845, 0.00714, unlabeled
-0.44, 0.298, unlabeled
-0.287, -1.07, unlabeled
0.489, 0.904, unlabeled
1.79, -0.459, unlabeled
-0.0529, -0.0168, unlabeled
0.284, 2.37, unlabeled
-0.819, -1.21, unlabeled
2.62, 1.12, unlabeled
-0.224, -1.02, unlabeled
-0.439, 1.37, unlabeled
0.533, 0.541, unlabeled
-0.714, -0.161, unlabeled
-0.122, -1.14, unlabeled
1.87, -1.16, unlabeled
-0.14, -0.694, unlabeled
1.49, 0.627, unlabeled
1.19, -1.67, unlabeled
0.405, 1.93, unlabeled
-1.65, -0.731, unlabeled
0.725, 1.39, unlabeled
-0.401, -1.17, unlabeled
1.01, -0.94, unlabeled
1.3, 0.648, unlabeled
-1.48, -0.682, unlabeled
0.974, -1.32, unlabeled
0.279, 0.149, unlabeled
-0.404, 0.178, unlabeled
0.99, 0.771, unlabeled
-1.28, -0.259, unlabeled
-1.45, 0.377, unlabeled
1.33, -0.774, unlabeled
-1.15, -0.562, unlabeled
-0.369, -0.984, unlabeled
1.06, 0.266, unlabeled
0.21, 2.18, unlabeled
-0.834, 1.41, unlabeled
-0.112, -0.841, unlabeled
-1.53, 0.656, unlabeled
1.83, 0.349, unlabeled
0.932, 0.501, unlabeled
-0.269, -1.47, unlabeled
-1.38, -1.08, unlabeled
0.745, 0.877, unlabeled
-0.314, -0.72, unlabeled
-0.904, 0.953, unlabeled
-0.8, -0.282, unlabeled
1.03, 0.766, unlabeled
-0.295, 0.565, unlabeled
-0.47, -1.12, unlabeled
-0.583, -0.743, unlabeled
-0.71, 0.465, unlabeled
1.71, -0.945, unlabeled
1.27, -0.675, unlabeled
-1.39, -1.35, unlabeled
1.55, 0.482, unlabeled
0.209, -0.455, unlabeled
0.631, -0.674, unlabeled
0.552, 0.942, unlabeled
0.297, -1.11, unlabeled
-1.72, -0.41, unlabeled
-0.184, -0.0314, unlabeled
0.368, -0.856, unlabeled
-0.0128, -1.27, unlabeled
0.646, 1.23, unlabeled
-1.7, 0.422, unlabeled
-1.61, -0.364, unlabeled
-1.23, -0.977, unlabeled
1.29, 0.152, unlabeled
-0.298, -1.26, unlabeled
-1.2, 0.455, unlabeled
1.18, 1.42, unlabeled
-0.746, -0.93, unlabeled
1.54, -0.749, unlabeled
0.768, -1.25, unlabeled
-0.882, -0.582, unlabeled
-1.86, -1.57, unlabeled
-0.533, -0.402, unlabeled
1.06, 0.842, unlabeled
-0.323, -0.213, unlabeled
1.01, -0.437, unlabeled
-1.21, -0.934, unlabeled
-1.86, -0.977, unlabeled
-0.604, -1.2, unlabeled
-1.01, -1.23, unlabeled
-0.266, -1.2, unlabeled
-1.1, -1.13, unlabeled
-1.36, 0.887, unlabeled
-0.867, 1.09, unlabeled
-1.45, -1.29, unlabeled
1.15, 0.0436, unlabeled
1.64, 0.174, unlabeled
0.659, -0.985, unlabeled
-0.0567, -1.41, unlabeled
-0.527, -1.38, unlabeled
1.19, -0.966, unlabeled
-0.791, -1.43, unlabeled
-0.204, -0.181, unlabeled
-0.0789, -1.35, unlabeled
-0.236, 1.44, unlabeled
0.418, -0.711, unlabeled
0.793, 0.836, unlabeled
-0.973, -0.047, unlabeled
0.578, -0.622, unlabeled
-0.108, -0.793, unlabeled
1.08, 0.437, unlabeled
1.18, 0.766, unlabeled
0.298, 0.509, unlabeled
-0.0767, 1.68E-4, unlabeled
1.31, -1.08, unlabeled
-0.795, 1.17, unlabeled
0.0927, -1.02, unlabeled
-0.965, -0.978, unlabeled
-1.11, -0.821, unlabeled
-1.8, 0.676, unlabeled
-0.314, -0.984, unlabeled
2.04, 1.36, unlabeled
1.63, -0.43, unlabeled
-0.607, -0.894, unlabeled
1.41, -1.48, unlabeled
-1.83, 0.601, unlabeled
1.07, 0.512, unlabeled
0.974, 0.898, unlabeled
1.46, 1.69, unlabeled
0.445, -1.38, unlabeled
0.74, 0.203, unlabeled
-1.15, 0.771, unlabeled
-0.834, -0.258, unlabeled
-1.28, -0.471, unlabeled
1.64, 1.46, unlabeled
0.431, -1.33, unlabeled
-1.62, -1.85, unlabeled
-0.103, -0.414, unlabeled
-1.76, -0.632, unlabeled
-0.299, -1.14, unlabeled
-1.39, -0.451, unlabeled
-1.4, -0.183, unlabeled
-0.754, 1.19, unlabeled
0.924, 0.861, unlabeled
-1.1, 1.16, unlabeled
0.422, -0.934, unlabeled
-0.209, 0.345, unlabeled
0.434, 2.19, unlabeled
0.412, -0.124, unlabeled
1.02, 0.0975, unlabeled
1.09, 0.614, unlabeled
-0.794, 1.07, unlabeled
1.23, -1.2, unlabeled
-1.07, -0.616, unlabeled
-1.32, -0.403, unlabeled
-1.94, 0.832, unlabeled
